------------------------------------------------------------------------------------
log file for recomend system \\ script made by Dmitry Chapliuk 
[2014-09-29 21:08:32] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): stig315pacdc Client_ID: 000020485
[2014-09-29 21:08:32] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): ICT2998 Client_ID: 1084839151.139175750
[2014-09-29 21:08:32] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): ICT2999 Client_ID: 1084839151.139175750
[2014-09-29 21:08:32] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): ICS0072 Client_ID: 1084839151.139175750
[2014-09-29 21:08:32] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): ICS0713 Client_ID: 1084839151.139175750
[2014-09-29 21:08:33] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R65-19 Client_ID: 000020553
[2014-09-29 21:08:33] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): kragired Client_ID: 000020553
[2014-09-29 21:08:33] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): smig5000t Client_ID: 932561102.1389611565
[2014-09-29 21:08:33] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): IGS0008 Client_ID: 000019346
[2014-09-29 21:08:33] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): IGS0009 Client_ID: 000019346
[2014-09-29 21:08:33] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): IHJ0012 Client_ID: 000019346
[2014-09-29 21:08:33] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): IHJ0011 Client_ID: 000019346
[2014-09-29 21:08:33] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): regu30ar40 Client_ID: 000019346
[2014-09-29 21:08:34] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): ICU0004-62 Client_ID: 000019346
[2014-09-29 21:08:34] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R72-14-5 Client_ID: 113037874.1391580073
[2014-09-29 21:08:35] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): scut40ii Client_ID: 1149433229.1391760483
[2014-09-29 21:08:35] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): brgass94km Client_ID: 1149433229.1391760483
[2014-09-29 21:08:35] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): IVB0062 Client_ID: 1149433229.1391760483
[2014-09-29 21:08:35] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): IVU0033-10 Client_ID: 1149433229.1391760483
[2014-09-29 21:08:35] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R63-5-9 Client_ID: 449700909.1391845366
[2014-09-29 21:08:36] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): fmaster202 Client_ID: 1528295652.1382449942
[2014-09-29 21:08:36] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): btig500pacdc Client_ID: 419270037.1397205237
[2014-09-29 21:08:36] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): bcooler Client_ID: 419270037.1397205237
[2014-09-29 21:08:37] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 991897 Client_ID: 419270037.1397205237
[2014-09-29 21:08:37] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): bsr12-16 Client_ID: 419270037.1397205237
[2014-09-29 21:08:37] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): bsr12-24 Client_ID: 419270037.1397205237
[2014-09-29 21:08:37] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): bsr12-32 Client_ID: 419270037.1397205237
[2014-09-29 21:08:37] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): bsr12-40 Client_ID: 419270037.1397205237
[2014-09-29 21:08:37] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): sopbr124 Client_ID: 419270037.1397205237
[2014-09-29 21:08:37] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): sopbr125 Client_ID: 419270037.1397205237
[2014-09-29 21:08:37] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): sopbr126 Client_ID: 419270037.1397205237
[2014-09-29 21:08:37] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): fmaster162 Client_ID: 1560222863.1391416232
[2014-09-29 21:08:37] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 141 012F (old 141 012) Client_ID: 1560222863.1391416232
[2014-09-29 21:08:37] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): ISM0076 Client_ID: 000019451
[2014-09-29 21:08:37] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): IVS0607 Client_ID: 000019451
[2014-09-29 21:08:38] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): IVF0606 Client_ID: 000019451
[2014-09-29 21:08:38] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): IVU0606-14 Client_ID: 000019451
[2014-09-29 21:08:38] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): IVB0606 Client_ID: 000019451
[2014-09-29 21:08:38] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): IZN0518 Client_ID: 000019451
[2014-09-29 21:08:38] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): bmig500-1 Client_ID: 000020418
[2014-09-29 21:08:38] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): regu30p36v Client_ID: 000020418
[2014-09-29 21:08:38] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 700000762 Client_ID: 000020418
[2014-09-29 21:08:38] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 0700010302 Client_ID: 000020418
[2014-09-29 21:08:38] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 0700010335 Client_ID: 000020418
[2014-09-29 21:08:38] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 700005011 Client_ID: 000020418
[2014-09-29 21:08:38] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): br70s-12-5 Client_ID: 000020418
[2014-09-29 21:08:39] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): brsopkon360-16 Client_ID: 000020418
[2014-09-29 21:08:39] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): bnak83012 Client_ID: 000020418
[2014-09-29 21:08:39] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): spraytbi Client_ID: 000020418
[2014-09-29 21:08:39] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R63-4-3 Client_ID: 935947921.1392203807
[2014-09-29 21:08:39] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): szsg55 Client_ID: 000020119
[2014-09-29 21:08:39] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): sarc205case Client_ID: 2062788412.1392528105
[2014-09-29 21:08:40] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): bcut70 Client_ID: 000020489
[2014-09-29 21:08:40] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): szsg80 Client_ID: 000020489
[2014-09-29 21:08:40] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): bctkat70 Client_ID: 000020489
[2014-09-29 21:08:41] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): fplasma43m Client_ID: 1850783968.1392359682
[2014-09-29 21:08:41] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 16002 Client_ID: 1625605045.1385006720
[2014-09-29 21:08:42] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): shas-4001f Client_ID: 1000992547.1382103791
[2014-09-29 21:08:42] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): bbpo54 Client_ID: 1000992547.1382103791
[2014-09-29 21:08:42] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R63-6-20 Client_ID: 446338563.1392281001
[2014-09-29 21:08:42] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): sarc160ii Client_ID: 000020555
[2014-09-29 21:08:43] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): sarc500r11 Client_ID: 000003232
[2014-09-29 21:08:44] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R65-2 Client_ID: 1069218207.1392402804
[2014-09-29 21:08:44] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): kragired Client_ID: 1069218207.1392402804
[2014-09-29 21:08:44] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): barc160а Client_ID: 1640117464.1392385543
[2014-09-29 21:08:44] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): kragired Client_ID: 1640117464.1392385543
[2014-09-29 21:08:44] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R65-18 Client_ID: 1954027287.1392465925
[2014-09-29 21:08:45] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R65-13 Client_ID: 1954027287.1392465925
[2014-09-29 21:08:45] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): kragired Client_ID: 1954027287.1392465925
[2014-09-29 21:08:46] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): bcut60-1 Client_ID: 000020566
[2014-09-29 21:08:47] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): barsarc257d Client_ID: 000020570
[2014-09-29 21:08:47] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R65-2 Client_ID: 1387570899.1392565759
[2014-09-29 21:08:47] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): barsms107 Client_ID: 1387570899.1392565759
[2014-09-29 21:08:47] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): kragired Client_ID: 1387570899.1392565759
[2014-09-29 21:08:47] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 700000400 Client_ID: 608576807.1392098176
[2014-09-29 21:08:47] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): redbolyg-6500 Client_ID: 000020576
[2014-09-29 21:08:47] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): stig200pacdc Client_ID: 000020577
[2014-09-29 21:08:48] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): ER308LSi16 Client_ID: 000020577
[2014-09-29 21:08:48] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): regu30kr Client_ID: 000020577
[2014-09-29 21:08:48] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 120514 Client_ID: 000018410
[2014-09-29 21:08:48] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R65-2 Client_ID: 000020582
[2014-09-29 21:08:48] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): kragired Client_ID: 000020582
[2014-09-29 21:08:48] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): bha1110o Client_ID: 000020582
[2014-09-29 21:08:49] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): MMA160 Client_ID: 1789573111.1392469772
[2014-09-29 21:08:49] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): kragired Client_ID: 1789573111.1392469772
[2014-09-29 21:08:49] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): bha1113a Client_ID: 1789573111.1392469772
[2014-09-29 21:08:49] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): barc200 Client_ID: 25506679.1392206620
[2014-09-29 21:08:49] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): b8 Client_ID: 25506679.1392206620
[2014-09-29 21:08:49] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): btig180a Client_ID: 143982378.1392211848
[2014-09-29 21:08:50] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R63-6-4 Client_ID: 000020589
[2014-09-29 21:08:50] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R63-6-5 Client_ID: 000020589
[2014-09-29 21:08:50] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R65-19 Client_ID: 000020594
[2014-09-29 21:08:50] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): kragired Client_ID: 000020594
[2014-09-29 21:08:50] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 815725 Client_ID: 000020408
[2014-09-29 21:08:50] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 802420 Client_ID: 000020408
[2014-09-29 21:08:50] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 802423 Client_ID: 000020408
[2014-09-29 21:08:51] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 4279480 Client_ID: 000018837
[2014-09-29 21:08:51] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 4287860 Client_ID: 000019733
[2014-09-29 21:08:51] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 4265240 Client_ID: 000019733
[2014-09-29 21:08:51] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 9580122 Client_ID: 000020027
[2014-09-29 21:08:51] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): W001047 Client_ID: 000020027
[2014-09-29 21:08:51] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): W001048 Client_ID: 000020027
[2014-09-29 21:08:51] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 4295760 Client_ID: 000020027
[2014-09-29 21:08:51] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 6184311 Client_ID: 1013190326.1391679557
[2014-09-29 21:08:52] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R65-37 Client_ID: 000020432
[2014-09-29 21:08:52] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): korund2 Client_ID: 000020432
[2014-09-29 21:08:52] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): kragired Client_ID: 000020432
[2014-09-29 21:08:52] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R63-6-2 Client_ID: 518973068.1392272523
[2014-09-29 21:08:52] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): fmaster202 Client_ID: 000020548
[2014-09-29 21:08:52] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 0700010303 Client_ID: 000020548
[2014-09-29 21:08:52] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): korund2 Client_ID: 000020548
[2014-09-29 21:08:52] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): kragiblack Client_ID: 000020548
[2014-09-29 21:08:52] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 700005006 Client_ID: 000020548
[2014-09-29 21:08:53] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): btig180a Client_ID: 000020551
[2014-09-29 21:08:53] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): srds3 Client_ID: 000020551
[2014-09-29 21:08:53] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): sarc165-z119 Client_ID: 000020534
[2014-09-29 21:08:53] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 9873045 Client_ID: 000020534
[2014-09-29 21:08:53] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 700300885 Client_ID: 1753523048.1392387881
[2014-09-29 21:08:53] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 9873045 Client_ID: 32493101.1387369898
[2014-09-29 21:08:55] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 760025500 Client_ID: 271973085.1392241631
[2014-09-29 21:08:55] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): br70s-08-5 Client_ID: 271973085.1392241631
[2014-09-29 21:08:55] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 700005008 Client_ID: 271973085.1392241631
[2014-09-29 21:08:55] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 7000028085 Client_ID: 271973085.1392241631
[2014-09-29 21:08:55] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): ICS0063 Client_ID: 271973085.1392241631
[2014-09-29 21:08:57] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): IGU0006-20 Client_ID: 676730471.1391977685
[2014-09-29 21:08:59] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 701415963 Client_ID: 000020601
[2014-09-29 21:08:59] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): kostum4850-56 Client_ID: 000020601
[2014-09-29 21:08:59] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): barselozs1220 Client_ID: 000020601
[2014-09-29 21:08:59] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): barselozs1230 Client_ID: 000020601
[2014-09-29 21:08:59] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): barselozs1240 Client_ID: 000020601
[2014-09-29 21:08:59] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): stig200pacdc Client_ID: 1144004305.1390463768
[2014-09-29 21:08:59] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): IIC0567 Client_ID: 1144004305.1390463768
[2014-09-29 21:08:59] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 700005008 Client_ID: 1144004305.1390463768
[2014-09-29 21:08:59] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): ER04324 Client_ID: 1144004305.1390463768
[2014-09-29 21:09:00] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): ICT2098 Client_ID: 000020603
[2014-09-29 21:09:00] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): ICT2099 Client_ID: 000020603
[2014-09-29 21:09:00] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): ICS0063 Client_ID: 000020603
[2014-09-29 21:09:00] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): IZH0662 Client_ID: 000020603
[2014-09-29 21:09:00] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): IFT0808 Client_ID: 000020603
[2014-09-29 21:09:00] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): ICU0004-08 Client_ID: 000020603
[2014-09-29 21:09:00] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): spraybinz Client_ID: 000020603
[2014-09-29 21:09:01] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): korund2 Client_ID: 000020607
[2014-09-29 21:09:01] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): sarc165 Client_ID: 1087347227.139159382
[2014-09-29 21:09:01] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): kragired Client_ID: 1087347227.139159382
[2014-09-29 21:09:01] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): barsms107 Client_ID: 1087347227.139159382
[2014-09-29 21:09:01] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): barselozs1230 Client_ID: 1087347227.139159382
[2014-09-29 21:09:01] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 700005011 Client_ID: 1025875074.1392711624
[2014-09-29 21:09:01] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 700000400 Client_ID: 1025875074.1392711624
[2014-09-29 21:09:02] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): korund2 Client_ID: 000020618
[2014-09-29 21:09:02] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): korund2 Client_ID: 000020620
[2014-09-29 21:09:02] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): barc200 Client_ID: 000020602
[2014-09-29 21:09:02] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): b8 Client_ID: 000020602
[2014-09-29 21:09:02] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): br70s-08-5 Client_ID: 1667560532.1392614312
[2014-09-29 21:09:03] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): btig200p Client_ID: 833286787.1394723087
[2014-09-29 21:09:03] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): barc200 Client_ID: 833286787.1394723087
[2014-09-29 21:09:03] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 094-512527-10608 Client_ID: 000008541
[2014-09-29 21:09:03] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): sarc165 Client_ID: 000020586
[2014-09-29 21:09:03] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): shas-2f Client_ID: 000020586
[2014-09-29 21:09:03] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): kragired Client_ID: 000020586
[2014-09-29 21:09:03] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): barselozs1220 Client_ID: 000020586
[2014-09-29 21:09:04] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): ER308LSi20 Client_ID: 108010301.1392508045
[2014-09-29 21:09:04] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): n180 Client_ID: 000020519
[2014-09-29 21:09:04] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): sge4000f Client_ID: 1927783102.1392717544
[2014-09-29 21:09:04] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): wl20-20-175 Client_ID: 1927783102.1392717544
[2014-09-29 21:09:04] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): wl15-24-175 Client_ID: 1927783102.1392717544
[2014-09-29 21:09:04] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): wl20-24-175 Client_ID: 1927783102.1392717544
[2014-09-29 21:09:04] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): wz8-16-175 Client_ID: 1927783102.1392717544
[2014-09-29 21:09:04] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): barstig207d Client_ID: 2058770038.1392697167
[2014-09-29 21:09:04] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): ER308l105 Client_ID: 1153788164.136722693
[2014-09-29 21:09:04] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): ER308LSi16 Client_ID: 1153788164.136722693
[2014-09-29 21:09:05] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): wl20-16-175 Client_ID: 1153788164.136722693
[2014-09-29 21:09:05] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 3913253YM0 Client_ID: 1153788164.136722693
[2014-09-29 21:09:05] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): wc20-16-175 Client_ID: 1228562556.1389249305
[2014-09-29 21:09:05] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): wc20-24-175 Client_ID: 1228562556.1389249305
[2014-09-29 21:09:05] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): wp20-16-175 Client_ID: 1228562556.1389249305
[2014-09-29 21:09:05] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): wp20-32-175 Client_ID: 1228562556.1389249305
[2014-09-29 21:09:05] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): wl15-16-175 Client_ID: 1228562556.1389249305
[2014-09-29 21:09:05] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): wl20-16-175 Client_ID: 1228562556.1389249305
[2014-09-29 21:09:05] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): wl20-24-175 Client_ID: 1228562556.1389249305
[2014-09-29 21:09:05] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): wt20-16-175 Client_ID: 1228562556.1389249305
[2014-09-29 21:09:05] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): wt20-24-175 Client_ID: 1228562556.1389249305
[2014-09-29 21:09:05] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): ER04316-5 Client_ID: 1228562556.1389249305
[2014-09-29 21:09:05] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): ER04320 Client_ID: 1228562556.1389249305
[2014-09-29 21:09:05] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): ER04324 Client_ID: 1228562556.1389249305
[2014-09-29 21:09:05] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): ER04332 Client_ID: 1228562556.1389249305
[2014-09-29 21:09:05] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): ER535616 Client_ID: 1228562556.1389249305
[2014-09-29 21:09:05] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): ER535620 Client_ID: 1228562556.1389249305
[2014-09-29 21:09:06] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): ER535624 Client_ID: 1228562556.1389249305
[2014-09-29 21:09:06] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): ER535632 Client_ID: 1228562556.1389249305
[2014-09-29 21:09:06] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 700005041 Client_ID: 1228562556.1389249305
[2014-09-29 21:09:06] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 991900 Client_ID: 1228562556.1389249305
[2014-09-29 21:09:06] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 991914 (LE) Client_ID: 1228562556.1389249305
[2014-09-29 21:09:06] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 0700010335 Client_ID: 000020552
[2014-09-29 21:09:06] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): wt20-20-175 Client_ID: 136351046.1391692857
[2014-09-29 21:09:07] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): gsrt17f Client_ID: 136351046.1391692857
[2014-09-29 21:09:08] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): barc200 Client_ID: 25506679.1392206620
[2014-09-29 21:09:08] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): b8 Client_ID: 25506679.1392206620
[2014-09-29 21:09:08] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 700300887 Client_ID: 1375159.1392316154
[2014-09-29 21:09:08] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): INMIG160plus Client_ID: 616386589.1391011115
[2014-09-29 21:09:08] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): vru66 Client_ID: 616386589.1391011115
