------------------------------------------------------------------------------------
log file for recomend system \\ script made by Dmitry Chapliuk 
[2014-09-29 21:06:17] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 100221 Client_ID: 253480702.1391400423
[2014-09-29 21:06:17] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): ER535610 Client_ID: 253480702.1391400423
[2014-09-29 21:06:17] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): IVF0002 Client_ID: 112981835.1381156465
[2014-09-29 21:06:17] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): ER308L30 Client_ID: 112981835.1381156465
[2014-09-29 21:06:17] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 700000400 Client_ID: 000020121
[2014-09-29 21:06:18] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): HYATS15220 Client_ID: 000020082
[2014-09-29 21:06:18] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 760002300 Client_ID: 000020071
[2014-09-29 21:06:18] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R65-2 Client_ID: 104403356.1389600942
[2014-09-29 21:06:18] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): kragired Client_ID: 104403356.1389600942
[2014-09-29 21:06:19] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R65-20 Client_ID: 1451998088.136127349
[2014-09-29 21:06:19] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): korund2 Client_ID: 1451998088.136127349
[2014-09-29 21:06:19] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): kragired Client_ID: 1451998088.136127349
[2014-09-29 21:06:19] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): bctkat312 Client_ID: 1657342942.1391519879
[2014-09-29 21:06:19] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): bctsop312 Client_ID: 1657342942.1391519879
[2014-09-29 21:06:19] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): bdifcut40 Client_ID: 1657342942.1391519879
[2014-09-29 21:06:19] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): brsopc40 Client_ID: 1657342942.1391519879
[2014-09-29 21:06:22] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): barsms207 Client_ID: 1364037921.1391070568
[2014-09-29 21:06:23] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): sarc160pfc Client_ID: 000020260
[2014-09-29 21:06:23] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): shas-4001f Client_ID: 000020260
[2014-09-29 21:06:23] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): Cooltec20 Client_ID: 21715993.1390546283
[2014-09-29 21:06:23] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R63-6-8 Client_ID: 000020263
[2014-09-29 21:06:23] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): bre71tgs-08-1 Client_ID: 000020266
[2014-09-29 21:06:23] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): korund2 Client_ID: 000020266
[2014-09-29 21:06:23] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R64-1-4 Client_ID: 000020219
[2014-09-29 21:06:23] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R65-35 Client_ID: 1080361948.1391086013
[2014-09-29 21:06:24] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): kragired Client_ID: 1080361948.1391086013
[2014-09-29 21:06:24] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): korund2 Client_ID: 1080361948.1391086013
[2014-09-29 21:06:24] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): stig200pacdc Client_ID: 1542289646.1391319867
[2014-09-29 21:06:24] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): barc400-1 Client_ID: 1004708743.1391158680
[2014-09-29 21:06:24] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): bha1113a Client_ID: 000020276
[2014-09-29 21:06:24] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 700005011 Client_ID: 000020276
[2014-09-29 21:06:25] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): wl20-24-175 Client_ID: 000019406
[2014-09-29 21:06:25] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): wl20-32-175 Client_ID: 000019406
[2014-09-29 21:06:25] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): bed300 Client_ID: 000019406
[2014-09-29 21:06:25] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R65-2 Client_ID: 000020277
[2014-09-29 21:06:25] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): sarc205case Client_ID: 1938990579.1391588722
[2014-09-29 21:06:25] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): ER5356082 Client_ID: 1039360896.1378892697
[2014-09-29 21:06:26] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 61008200 Client_ID: 1039360896.1378892697
[2014-09-29 21:06:26] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): br70s-08-5 Client_ID: 1039360896.1378892697
[2014-09-29 21:06:26] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R65-5 Client_ID: 2026644373.1391592816
[2014-09-29 21:06:26] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): kragired Client_ID: 2026644373.1391592816
[2014-09-29 21:06:26] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R65-1 Client_ID: 000020289
[2014-09-29 21:06:27] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): kragired Client_ID: 000020289
[2014-09-29 21:06:27] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): sarc205 Client_ID: 96955550.1391595292
[2014-09-29 21:06:27] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): bha1113a Client_ID: 96955550.1391595292
[2014-09-29 21:06:27] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): kragired Client_ID: 96955550.1391595292
[2014-09-29 21:06:27] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): barselozs1230 Client_ID: 96955550.1391595292
[2014-09-29 21:06:27] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): wz8-32-175 Client_ID: 000020295
[2014-09-29 21:06:27] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): bskr-35imp Client_ID: 000002605
[2014-09-29 21:06:27] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): bed200 Client_ID: 000002605
[2014-09-29 21:06:27] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): bed300 Client_ID: 000002605
[2014-09-29 21:06:28] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): kragired Client_ID: 2082365308.1391600479
[2014-09-29 21:06:28] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): bmigmma200-1 Client_ID: 000020116
[2014-09-29 21:06:28] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): shas-4001f Client_ID: 000020116
[2014-09-29 21:06:28] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): br70s-10-15 Client_ID: 000020116
[2014-09-29 21:06:28] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): sarc250-z285 Client_ID: 000020129
[2014-09-29 21:06:29] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R64-1-2 Client_ID: 501820432.1391152910
[2014-09-29 21:06:29] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): fplasma33m Client_ID: 531689140.1389873354
[2014-09-29 21:06:29] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 6102220n Client_ID: 527918410.1391607653
[2014-09-29 21:06:29] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 467222007 Client_ID: 1931459044.1391430747
[2014-09-29 21:06:29] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 30077 Client_ID: 1931459044.1391430747
[2014-09-29 21:06:29] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): vru66 Client_ID: 1949373212.1390942565
[2014-09-29 21:06:29] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): regu40mg Client_ID: 1949373212.1390942565
[2014-09-29 21:06:30] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R65-20 Client_ID: 1811034575.1391517557
[2014-09-29 21:06:30] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): kragired Client_ID: 1811034575.1391517557
[2014-09-29 21:06:30] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): stig250pacdc Client_ID: 000020033
[2014-09-29 21:06:30] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): wz8-30-175 Client_ID: 000020033
[2014-09-29 21:06:30] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): ER535620 Client_ID: 000020033
[2014-09-29 21:06:30] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R65-6 Client_ID: 1443695883.1390203257
[2014-09-29 21:06:31] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): fmaster202 Client_ID: 643894069.1391418532
[2014-09-29 21:06:31] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): paton250s Client_ID: 809093968.1387442189
[2014-09-29 21:06:32] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 0780625 Client_ID: 000017962
[2014-09-29 21:06:32] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R65-2 Client_ID: 788516427.1391605036
[2014-09-29 21:06:32] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): bha1113a Client_ID: 788516427.1391605036
[2014-09-29 21:06:33] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 4600253AM0 Client_ID: 000020117
[2014-09-29 21:06:33] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): EDR00999 Client_ID: 000020117
[2014-09-29 21:06:33] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 61002150 Client_ID: 000020083
[2014-09-29 21:06:33] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 992000 Client_ID: 000020083
[2014-09-29 21:06:36] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 094-510990-00208 Client_ID: 000009975
[2014-09-29 21:06:36] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 090-008593-00502 Client_ID: 000009975
[2014-09-29 21:06:36] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): ER535632 Client_ID: 000009975
[2014-09-29 21:06:36] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 094-011757-90005 Client_ID: 000009975
[2014-09-29 21:06:36] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 094-010601-90002 Client_ID: 000009975
[2014-09-29 21:06:36] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 094-010723-90002 Client_ID: 000009975
[2014-09-29 21:06:36] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 094-009637-00000 Client_ID: 000009975
[2014-09-29 21:06:38] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R63-6-18 Client_ID: 000020306
[2014-09-29 21:06:38] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R63-6-16 Client_ID: 000020306
[2014-09-29 21:06:38] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R65-19 Client_ID: 1613958591.1383634550
[2014-09-29 21:06:38] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): kragired Client_ID: 1613958591.1383634550
[2014-09-29 21:06:38] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R65-15 Client_ID: 1613958591.1383634550
[2014-09-29 21:06:39] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): smig160 Client_ID: 000020309
[2014-09-29 21:06:39] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): kragired Client_ID: 000020309
[2014-09-29 21:06:39] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 090-005191-00502 Client_ID: 000019634
[2014-09-29 21:06:39] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 090-005201-00502 Client_ID: 000019634
[2014-09-29 21:06:39] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 094-000407-00001 Client_ID: 000019634
[2014-09-29 21:06:39] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 094-500079-00005 Client_ID: 000019634
[2014-09-29 21:06:39] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 092-000171-00000 Client_ID: 000019634
[2014-09-29 21:06:39] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): AN TAURUS 551 Client_ID: 000019634
[2014-09-29 21:06:39] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): АН TAURUS DRIVE Client_ID: 000019634
[2014-09-29 21:06:39] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 092-000843-00000 Client_ID: 000019634
[2014-09-29 21:06:40] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 094-013664-00000 Client_ID: 000019634
[2014-09-29 21:06:40] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): Cooltec20 Client_ID: 000019634
[2014-09-29 21:06:40] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 394-000023-00000 Client_ID: 000019634
[2014-09-29 21:06:40] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 094-013096-90002 Client_ID: 000019634
[2014-09-29 21:06:40] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 094-013113-90005 Client_ID: 000019634
[2014-09-29 21:06:40] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 094-014192-90005 Client_ID: 000019634
[2014-09-29 21:06:40] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 4600303AM0 Client_ID: 000003130
[2014-09-29 21:06:40] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 4600404AM0 Client_ID: 000003130
[2014-09-29 21:06:41] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): kragiserluks Client_ID: 000003130
[2014-09-29 21:06:41] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): fmaster202 Client_ID: 000020313
[2014-09-29 21:06:41] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): bcooler Client_ID: 534973256.1391418893
[2014-09-29 21:06:41] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): avtogenmash-ar40mg Client_ID: 534973256.1391418893
[2014-09-29 21:06:41] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): spraybinz Client_ID: 534973256.1391418893
[2014-09-29 21:06:42] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): sarc205b-z203 Client_ID: 000006235
[2014-09-29 21:06:42] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R63-6-9 Client_ID: 000020322
[2014-09-29 21:06:43] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): ISM0066 Client_ID: 000019694
[2014-09-29 21:06:43] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): fmaster162 Client_ID: 000020329
[2014-09-29 21:06:44] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): barsms207 Client_ID: 000020329
[2014-09-29 21:06:44] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): kragired Client_ID: 000020329
[2014-09-29 21:06:44] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): bk3-300 Client_ID: 000020329
[2014-09-29 21:06:44] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): scut160 Client_ID: 551894429.1391405425
[2014-09-29 21:06:44] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): IVS0607 Client_ID: 551894429.1391405425
[2014-09-29 21:06:44] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): IVU0606-17 Client_ID: 551894429.1391405425
[2014-09-29 21:06:44] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): IVU0606-19 Client_ID: 551894429.1391405425
[2014-09-29 21:06:44] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): IVB0606 Client_ID: 551894429.1391405425
[2014-09-29 21:06:44] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): IVF0606 Client_ID: 551894429.1391405425
[2014-09-29 21:06:45] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): ISM0066 Client_ID: 551894429.1391405425
[2014-09-29 21:06:45] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): ER1200 Client_ID: 1413533160.1391206351
[2014-09-29 21:06:45] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): wt20-24-175 Client_ID: 000020127
[2014-09-29 21:06:45] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 132820R15K Client_ID: 000020127
[2014-09-29 21:06:45] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 130924R150 Client_ID: 000020127
[2014-09-29 21:06:46] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): L08013 Client_ID: 000020078
[2014-09-29 21:06:46] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): ER2800 Client_ID: 000020271
[2014-09-29 21:06:46] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): K14099-1 Client_ID: 000020067
[2014-09-29 21:06:46] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): ssv-1 Client_ID: 000020067
[2014-09-29 21:06:47] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): br70s-08-5 Client_ID: 000020067
[2014-09-29 21:06:47] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): ICT2698 Client_ID: 000020067
[2014-09-29 21:06:47] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): ICU0004-08 Client_ID: 000020067
[2014-09-29 21:06:47] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): regu30kr Client_ID: 000020067
[2014-09-29 21:06:47] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 8213790KOA542 Client_ID: 000019702
[2014-09-29 21:06:47] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): br70s-08-15 Client_ID: 252764124.1391490131
[2014-09-29 21:06:47] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): glassbha1113 Client_ID: 252764124.1391490131
[2014-09-29 21:06:47] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 092-000840-00000 Client_ID: 940075751.1381920943
[2014-09-29 21:06:48] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 092-000844-00000 Client_ID: 940075751.1381920943
[2014-09-29 21:06:48] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 092-000834-00000 Client_ID: 940075751.1381920943
[2014-09-29 21:06:48] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 092-000835-00000 Client_ID: 940075751.1381920943
[2014-09-29 21:06:48] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 092-000838-00000 Client_ID: 940075751.1381920943
[2014-09-29 21:06:48] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 094-013109-90002 Client_ID: 940075751.1381920943
[2014-09-29 21:06:48] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 094-014024-90005 Client_ID: 940075751.1381920943
[2014-09-29 21:06:48] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 094-014222-90005 Client_ID: 940075751.1381920943
[2014-09-29 21:06:48] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 094-013113-90005 Client_ID: 940075751.1381920943
[2014-09-29 21:06:48] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 094-014192-90005 Client_ID: 940075751.1381920943
[2014-09-29 21:06:49] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): barc200 Client_ID: 521684629.1391592681
[2014-09-29 21:06:49] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R65-6 Client_ID: 715593317.1391246610
[2014-09-29 21:06:49] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): xdh6e Client_ID: 715593317.1391246610
[2014-09-29 21:06:49] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): barsms107 Client_ID: 715593317.1391246610
[2014-09-29 21:06:49] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 4595303WM0 Client_ID: 000016912
[2014-09-29 21:06:49] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 4600303AM0 Client_ID: 000016912
[2014-09-29 21:06:50] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 4600404AM0 Client_ID: 000016912
[2014-09-29 21:06:50] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): EDR00999 Client_ID: 000016912
[2014-09-29 21:06:50] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): EDR00764 Client_ID: 000016912
[2014-09-29 21:06:50] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 4595404WM0 Client_ID: 000016912
[2014-09-29 21:06:50] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): sarc145 Client_ID: 434384375.1391529993
[2014-09-29 21:06:51] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R65-16 Client_ID: 1437346947.1391594884
[2014-09-29 21:06:51] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): kragired Client_ID: 1437346947.1391594884
[2014-09-29 21:06:51] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 4600202WM0 Client_ID: 1437346947.1391594884
[2014-09-29 21:06:51] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 991897 Client_ID: 1437346947.1391594884
[2014-09-29 21:06:51] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): wy20-16-175 Client_ID: 1437346947.1391594884
[2014-09-29 21:06:52] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): Cooltec20 Client_ID: 1991354194.1385617290
[2014-09-29 21:06:52] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): regu40mg Client_ID: 1991354194.1385617290
[2014-09-29 21:06:52] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): ER2800i Client_ID: 000020241
[2014-09-29 21:06:55] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): shas-4001f Client_ID: 661466248.1391501447
[2014-09-29 21:06:55] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 700000762 Client_ID: 1909569295.1391679852
[2014-09-29 21:06:55] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): btig200pacdc Client_ID: 2098658695.1391079104
[2014-09-29 21:06:55] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): W001047 Client_ID: 2098658695.1391079104
[2014-09-29 21:06:55] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): W001048 Client_ID: 2098658695.1391079104
[2014-09-29 21:06:55] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 9580122 Client_ID: 2098658695.1391079104
[2014-09-29 21:06:55] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): W005852 Client_ID: 2098658695.1391079104
[2014-09-29 21:06:55] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 4295760 Client_ID: 2098658695.1391079104
[2014-09-29 21:06:56] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 4294880 Client_ID: 2098658695.1391079104
[2014-09-29 21:06:56] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): wc20-24-175 Client_ID: 2098658695.1391079104
[2014-09-29 21:06:56] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): sopbr6 Client_ID: 2098658695.1391079104
[2014-09-29 21:06:56] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): br70s-08-15 Client_ID: 2098658695.1391079104
[2014-09-29 21:06:56] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): ER308l085 Client_ID: 2098658695.1391079104
[2014-09-29 21:06:56] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 701415963 Client_ID: 2098658695.1391079104
[2014-09-29 21:06:57] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R65-6 Client_ID: 000020133
[2014-09-29 21:06:57] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 61008170 Client_ID: 844747091.1391657289
[2014-09-29 21:06:57] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): br70s-08-5 Client_ID: 844747091.1391657289
[2014-09-29 21:06:57] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 090-002040-00502 Client_ID: 000020346
[2014-09-29 21:06:57] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): bskr-25imp Client_ID: 000020346
[2014-09-29 21:06:57] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): brredbko50-4 Client_ID: 1560222863.1391416232
[2014-09-29 21:06:58] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): R63-6-12 Client_ID: 584863101.1391756453
[2014-09-29 21:06:58] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): barsms107 Client_ID: 1015823469.1377494654
[2014-09-29 21:06:58] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 992440 Client_ID: 000020349
[2014-09-29 21:06:59] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): bha1113a Client_ID: 000019652
[2014-09-29 21:06:59] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): glassbha1113 Client_ID: 000019652
[2014-09-29 21:06:59] ACTION:buy status:buy-ok * request from_ip:[5.9.8.75] SKU(itemid): 568278 Client_ID: 000019652
[2014-09-29 21:06:59] ACTION:buy status:error * request from_ip:[5.9.8.75] SKU(itemid): 700300885 Client_ID: 000020355
